ID_Cliente,Edad,AntigUedad_Meses,Numero_Productos,RFM_Score,Numero_Trx_3m,Meses_Cuenta_Sueldo,Numero_Prestamos,Flg_Mal_Pagador,Nro_Familiares,Nro_Llamadas_CC,Genero,Estado_Civil,Edad_Hijo_Menor,IngresoReal,Flg_ViviendaPropia,Flg_PP,Flg_Retencion,Flg_PP_Garantia_HIP,Flg_TC
11659,68,0,0,0,0,-6,2,0,2,9,1,1,39,29154,0,0,0,0,1
11916,38,0,0,0,0,-3,6,0,3,10,1,1,9,52955,0,0,0,0,0
11943,27,48,0,0,0,37,1,0,1,9,1,0,4,50324,0,0,0,0,0
12645,61,24,0,0,0,20,0,0,4,9,0,0,29,45982,0,0,0,0,0
12654,38,12,0,0,0,0,1,0,2,0,1,0,13,49197,1,0,0,0,0
4102,42,24,0,0,0,13,1,0,6,9,0,1,14,59133,0,1,0,0,0
4226,40,48,3,10.837233,3,38,0,0,4,0,1,2,12,78162,0,1,0,1,0
4374,37,12,0,0,0,9,1,0,1,11,1,1,2,66303,1,0,0,0,1
4463,30,24,3,10.46999,1,13,3,0,2,9,1,1,2,48788,0,0,0,0,0
4383,35,24,4,10.752323,2,20,1,0,5,0,1,1,7,79287,0,0,0,0,0
4520,59,48,5,12.64498,2,41,0,0,3,8,1,1,31,56125,0,1,0,0,0
4310,42,24,4,7.415667,1,14,0,0,2,10,1,2,14,48564,1,0,0,0,0
4497,46,12,4,13.041323,2,9,0,0,5,10,0,1,18,57643,0,0,0,0,0
4590,50,36,3,13.071333,2,31,0,0,2,11,1,0,23,25785,0,0,0,0,0
4651,33,12,3,12.12899,2,9,0,0,1,11,1,2,2,45107,0,0,0,0,0
4686,20,24,0,0,0,20,2,0,2,9,0,0,0,50177,0,0,1,0,0
4643,37,0,0,0,0,-6,1,0,1,11,1,0,5,65360,0,0,1,0,0
4988,48,36,0,0,0,33,0,0,4,0,1,0,20,54532,0,0,0,0,0
5008,50,36,3,9.974657,3,28,4,0,4,0,1,1,19,56057,0,0,1,0,0
4896,60,0,0,0,0,-2,2,0,3,10,1,1,31,58481,0,0,0,0,0
5170,35,24,0,0,0,13,1,0,6,10,1,2,7,54575,0,0,0,0,0
31930,41,12,2,11.495667,1,7,1,0,1,0,0,1,12,62091,0,0,0,0,0
5030,56,0,0,0,0,-6,0,0,4,11,1,0,27,38212,0,0,0,1,0
5147,42,0,0,0,0,-3,0,0,4,8,1,0,12,38433,1,1,0,1,0
5306,29,12,0,0,0,11,3,0,1,11,1,0,0,40494,1,0,0,1,0
32075,64,0,0,0,0,-1,1,0,7,11,1,1,34,52217,0,0,0,0,0
32150,28,48,2,8.615657,2,38,1,0,1,0,0,0,0,63015,1,0,0,0,0
5197,36,0,1,0,0,-1,3,0,3,0,1,1,6,49083,0,0,0,0,0
5231,39,24,0,0,0,18,0,0,6,9,0,1,7,57063,0,0,0,1,1
32229,16,12,3,10.482647,2,8,4,0,6,10,1,0,0,48683,0,1,0,0,1
32309,41,24,0,0,0,22,1,0,3,10,0,1,13,30933,0,0,0,0,0
31987,58,36,0,0,0,23,3,0,3,11,1,1,31,36502,0,0,0,0,0
32363,27,36,0,0,0,23,0,0,2,9,0,0,0,37502,0,0,0,0,0
32534,54,12,2,9.358,2,11,2,0,4,9,1,2,25,57131,0,0,0,0,1
32566,31,24,0,0,0,15,0,0,4,9,0,2,2,59932,1,0,0,0,0
32573,25,0,0,0,0,-5,1,0,5,9,1,0,0,63861,0,0,1,0,0
93,28,24,0,0,0,15,0,0,1,6,1,0,0,40287,0,0,0,0,0
104,74,24,0,0,0,18,3,0,2,6,0,1,44,47505,0,0,0,0,0
202,39,24,0,0,0,21,2,0,6,8,0,2,8,50358,0,0,0,0,1
311,30,48,1,7.665667,1,38,2,0,3,9,0,0,0,32093,1,0,0,0,1
361,59,36,2,12.148323,1,31,1,0,7,11,0,2,30,50068,0,0,0,0,0
445,75,36,0,0,0,31,0,0,5,0,0,0,47,46949,0,0,1,0,0
636,44,24,0,0,0,20,0,0,2,0,1,1,13,57415,1,0,0,0,0
670,46,36,2,9.885667,1,26,1,0,2,10,1,0,19,50127,0,1,0,1,0
1031,42,0,0,0,0,-1,1,0,6,10,0,2,13,44242,0,0,0,0,0
1315,44,48,0,0,0,38,1,0,6,11,0,2,14,59099,0,1,0,0,0
1363,40,36,0,0,0,23,2,0,5,10,1,1,12,48147,1,0,0,0,0
1781,45,24,4,12.120263,4,21,0,0,6,9,1,2,16,62909,1,0,0,0,0
1917,63,12,0,0,0,0,1,0,4,9,0,0,38,50538,0,1,0,0,0
1958,33,36,0,0,0,28,7,0,5,9,1,2,3,41093,0,0,0,0,0
2001,28,24,0,0,0,16,1,0,4,9,0,0,0,39207,1,0,0,0,0
2008,54,0,0,0,0,-6,0,0,7,11,0,2,24,72416,0,0,0,0,0
2015,29,36,10,11.60498,5,27,1,0,2,8,0,0,0,43935,0,0,1,0,0
32553,31,0,0,0,0,-5,3,0,2,9,0,0,0,47751,0,0,0,0,0
32621,35,0,0,0,0,-4,0,0,3,7,0,0,5,43366,1,0,0,0,0
32686,59,0,0,0,0,-4,0,0,6,10,1,0,32,37914,0,0,0,0,0
22099,25,36,0,0,0,31,1,0,4,9,0,0,0,43935,0,0,0,0,1
32684,54,36,0,0,0,31,0,0,5,7,0,0,22,48859,1,0,0,0,0
22161,32,48,0,0,0,40,1,0,5,10,1,0,0,49255,0,1,0,0,0
22181,39,48,0,0,0,37,1,0,4,10,0,1,13,30933,0,0,0,0,0
22297,37,36,3,10.41649,2,28,1,0,3,10,1,1,4,38838,1,0,0,0,0
22449,34,24,6,11.329647,4,18,1,0,2,10,0,2,5,49518,0,0,0,0,1
9659,42,36,0,0,0,27,0,0,5,1,1,1,14,45642,0,0,0,0,0
22688,40,48,0,0,0,41,0,0,2,9,1,0,15,53970,0,0,1,0,0
9942,48,24,2,8.957333,1,13,0,0,3,10,0,2,16,47326,1,0,0,0,0
9991,39,0,0,0,0,-6,1,0,1,6,0,2,15,54742,0,0,0,0,0
22756,22,36,0,0,0,23,1,0,4,8,1,0,0,50285,0,0,0,0,0
22813,40,24,0,0,0,22,0,0,2,10,1,1,6,40295,0,0,0,0,0
10124,15,24,0,0,0,12,0,0,5,10,0,0,0,37502,0,0,0,0,0
10125,40,12,1,11.955667,1,8,1,0,5,10,0,1,12,62091,0,0,1,0,0
22600,37,24,0,0,0,21,1,0,1,10,1,1,6,65732,0,0,0,0,0
22619,53,12,3,9.467323,2,8,2,0,5,10,0,1,23,36313,0,1,0,0,0
23056,39,48,0,0,0,38,1,0,6,11,1,1,14,48415,1,0,0,0,0
10311,42,48,0,0,0,37,1,0,6,10,0,0,11,36149,0,1,0,1,0
10345,18,24,0,0,0,23,2,0,6,0,0,0,0,50177,0,0,0,0,0
22952,39,48,3,9.995657,2,35,0,0,4,9,1,2,10,41701,1,0,0,0,1
23001,65,12,0,0,0,10,0,0,6,11,1,1,40,69423,0,0,0,0,0
23340,55,12,2,8.14999,1,6,0,0,7,10,0,1,24,53038,0,0,1,0,1
23220,39,24,0,0,0,14,0,0,1,9,0,0,11,37073,1,0,0,0,0
23774,52,24,0,0,0,17,0,0,4,8,0,2,20,41325,1,0,0,0,0
23656,31,36,0,0,0,33,1,0,6,10,0,0,0,49921,0,0,0,0,1
23869,45,0,0,0,0,-4,1,0,3,11,1,2,16,30251,0,0,0,0,0
23951,55,12,0,0,0,7,0,0,3,9,1,0,28,54213,1,0,0,0,0
23821,38,36,3,8.770657,2,28,4,0,4,0,1,0,11,41531,0,0,0,0,0
23907,37,36,0,0,0,25,1,0,3,9,0,2,9,52239,0,0,0,0,1
23957,30,24,0,0,0,17,0,0,3,11,1,0,0,40287,0,0,0,0,0
21740,64,24,0,0,0,16,0,0,4,0,0,1,37,58903,0,0,0,1,0
21843,20,0,0,0,0,-5,0,0,2,6,0,0,0,37502,0,0,0,0,0
16039,44,48,0,0,0,38,0,0,2,8,0,2,11,46755,0,0,1,0,0
16098,36,36,3,11.414667,2,24,5,0,6,7,0,0,6,53933,0,0,1,0,0
16255,47,48,7,12.238333,5,39,0,0,2,1,1,2,17,58487,0,0,0,0,0
16262,45,12,4,12.479,1,10,0,0,2,11,1,2,13,53734,0,0,0,0,1
16598,19,24,0,0,0,17,0,0,6,10,1,0,0,42752,0,0,0,0,1
16632,70,12,2,9.082333,1,8,0,0,4,8,1,1,38,37327,0,0,0,0,1
16689,40,36,0,0,0,31,2,0,1,11,1,2,8,56246,0,0,0,1,1
16798,20,24,32,30.470917,23,11,0,0,4,11,1,0,0,40287,0,0,0,1,0
17284,39,12,0,0,0,9,0,0,6,10,1,0,5,55425,0,0,0,0,0
17309,46,48,3,10.822323,2,39,2,0,3,11,0,1,14,47433,0,0,0,0,0
17393,49,48,3,11.681333,2,39,0,0,4,0,1,0,18,36431,0,0,0,0,0
17707,22,12,4,11.04894,3,10,0,0,5,0,0,0,0,65263,0,0,0,0,1
17718,35,36,2,8.749,1,33,1,0,5,10,1,1,4,38838,1,0,0,0,0
17927,43,0,0,0,0,-1,1,0,1,10,0,2,15,54742,0,0,0,0,0
17950,16,0,0,0,0,-2,1,0,3,11,0,0,0,39207,0,0,0,0,0
21974,45,36,0,0,0,34,0,0,1,9,0,0,17,43689,0,0,0,0,0
22025,51,36,3,10.090667,1,29,0,0,6,10,1,0,25,23751,0,0,1,0,0
24055,30,36,3,9.629,1,33,5,0,1,9,0,0,0,30983,0,1,1,1,0
27433,54,12,0,0,0,9,2,0,4,11,1,1,24,50062,0,0,0,0,0
27698,17,0,0,0,0,-1,4,0,4,9,1,0,0,26710,1,0,0,0,0
27711,39,36,0,0,0,27,1,0,4,10,0,2,9,52239,0,0,0,0,0
27779,50,48,35,22.962202,16,36,3,0,6,8,0,2,18,63582,0,0,0,0,0
27605,26,24,18,26.357967,18,16,1,0,3,11,1,0,0,31972,0,0,0,0,0
27707,17,36,0,0,0,29,1,0,1,8,0,0,0,43935,0,0,0,0,0
27792,27,24,0,0,0,14,2,0,1,9,0,0,0,58465,0,1,0,0,0
27884,35,0,1,0,0,-2,0,0,4,0,0,2,4,44525,0,0,0,0,0
27843,44,36,0,0,0,32,3,0,1,0,0,2,17,35836,1,0,0,0,0
27861,40,24,0,0,0,15,2,0,2,11,0,1,10,48069,0,0,0,0,0
28040,59,36,0,0,0,24,1,0,3,0,0,2,28,32436,1,0,0,0,0
28149,44,36,0,0,0,28,2,0,1,11,0,1,15,55197,0,0,0,0,0
28088,37,24,3,11.832333,1,11,0,0,4,11,1,1,8,31179,1,0,0,0,0
28179,41,36,25,12.763293,6,30,1,0,6,10,1,1,13,38650,1,0,0,0,0
28181,26,0,0,0,0,-6,1,0,6,0,1,0,0,31972,0,0,0,0,0
28074,44,0,0,0,0,-3,1,0,1,0,1,0,12,72513,1,0,0,0,1
28257,19,36,23,30.1168,23,34,1,0,4,10,1,0,0,50285,0,0,0,0,0
28429,57,36,3,12.46498,2,31,3,0,6,3,1,1,25,62320,1,1,0,0,0
28417,28,48,0,0,0,37,0,0,3,10,0,0,0,37502,1,0,0,0,0
28574,42,48,0,0,0,38,2,0,6,11,0,1,10,48069,0,0,0,0,1
28601,44,0,0,0,0,-4,0,0,6,11,1,1,10,34916,1,0,0,1,0
28702,38,12,0,0,0,9,1,0,2,0,0,2,10,57860,1,0,1,1,0
28644,67,0,0,0,0,-6,1,0,5,5,1,2,35,44673,0,0,0,1,0
28820,60,24,0,0,0,16,0,0,6,11,0,0,29,45982,0,1,0,0,0
28835,61,24,0,0,0,19,1,0,2,5,1,0,33,46907,1,0,0,0,0
28903,43,12,0,0,0,5,3,0,6,10,0,1,18,48807,0,0,0,1,0
29222,29,36,4,11.257313,2,27,3,0,6,8,0,0,0,47751,0,0,0,0,0
29109,26,12,0,0,0,10,3,0,4,1,0,0,0,56069,0,1,0,0,0
29120,38,0,0,0,0,-4,0,0,5,8,1,1,11,45924,0,0,0,0,0
29411,53,36,6,11.244657,3,26,1,0,6,8,1,2,20,43751,1,0,0,0,0
7708,38,36,0,0,0,23,0,0,3,11,1,0,13,59681,1,1,0,0,0
7842,41,48,0,0,0,40,1,0,5,8,1,1,16,49260,0,1,0,0,0
8142,19,24,2,10.655323,2,21,1,0,6,10,1,0,0,50205,1,0,0,0,0
8433,44,36,3,8.086657,1,25,0,0,6,10,0,1,15,66704,0,0,0,0,0
8485,41,12,6,10.85898,3,5,3,0,6,10,1,1,11,53548,1,0,0,0,0
8490,39,24,0,0,0,19,0,0,5,0,1,0,12,38433,0,0,0,1,0
8692,39,36,3,9.812333,1,28,3,0,6,0,0,1,8,38539,0,0,0,0,0
8883,41,24,0,0,0,14,1,0,3,11,0,2,10,57860,0,0,0,0,0
9126,39,36,0,0,0,23,1,0,6,0,0,2,9,52239,1,0,0,1,0
9221,31,36,0,0,0,32,1,0,2,9,0,0,0,43935,0,0,0,0,0
9335,21,12,1,9.882333,1,8,0,0,5,0,0,0,0,37502,1,0,1,0,0
12720,43,48,0,0,0,39,1,0,4,8,1,1,12,64281,0,1,0,0,0
29188,40,24,2,7.465667,1,12,1,0,2,8,0,1,12,62091,0,0,0,0,0
29272,35,36,0,0,0,28,1,0,5,0,1,1,7,79287,0,0,0,0,0
32837,69,24,0,0,0,23,5,0,7,11,1,1,40,46210,1,0,0,0,0
33038,35,36,3,12.524667,2,27,2,0,3,10,0,1,6,45384,0,0,0,0,0
33120,53,48,0,0,0,37,1,0,3,9,0,0,20,54231,0,1,0,0,0
33146,32,24,0,0,0,19,0,0,6,10,0,2,4,44525,0,0,0,0,0
33141,36,36,0,0,0,29,1,0,4,10,1,1,8,57366,0,0,0,0,0
33273,39,36,0,0,0,34,0,0,2,10,1,2,10,41701,0,1,1,0,0
33332,62,36,0,0,0,31,0,0,6,10,1,0,32,37914,0,0,0,0,1
33252,48,0,0,0,0,-4,1,0,7,9,1,1,20,59921,0,0,0,0,0
33591,60,48,3,12.24799,3,36,6,0,6,9,1,1,32,35773,1,0,0,0,0
33715,36,36,0,0,0,30,1,0,4,11,1,2,8,62888,0,0,0,0,0
33816,32,12,3,12.711333,2,9,1,0,2,10,0,0,0,49921,0,1,0,0,0
34034,41,36,1,8.612333,1,32,4,0,5,9,1,1,8,41975,0,0,1,0,0
34098,36,48,0,0,0,40,0,0,6,8,1,2,5,38814,0,0,0,1,0
34125,41,24,0,0,0,14,1,0,3,11,0,2,12,38183,0,0,0,0,0
34135,48,0,2,0,0,-5,1,0,4,8,1,2,16,30251,0,0,0,1,1
34285,19,24,24,15.71692,6,23,0,0,6,10,0,0,0,37502,0,0,0,1,0
34316,38,0,1,0,0,-2,0,0,2,0,0,2,8,65364,0,0,0,0,0
34360,50,24,2,10.589,1,13,0,0,3,9,0,1,23,54446,0,0,1,0,0
34511,42,36,5,11.30295,3,23,2,0,6,10,1,1,13,50721,1,0,0,0,0
34517,44,48,2,8.412333,1,38,7,0,3,11,0,0,16,40733,0,1,0,0,0
34361,67,36,0,0,0,30,0,0,7,10,0,1,39,58607,1,0,0,0,0
34563,63,36,0,0,0,28,0,0,6,9,0,2,33,52907,1,0,0,0,0
12870,53,12,0,0,0,9,2,0,4,9,1,2,18,75546,1,0,0,0,0
13120,38,24,4,10.735657,2,18,3,0,3,11,1,0,13,42306,0,0,0,0,0
13190,46,36,3,10.243323,1,23,1,0,5,11,0,2,16,61352,1,0,0,0,0
13813,27,48,0,0,0,36,1,0,3,8,0,0,0,43220,0,0,0,0,1
13867,36,24,4,10.432273,3,18,2,0,3,11,1,2,8,56246,0,0,0,0,0
34704,24,24,1,9.555667,1,18,1,0,2,0,1,0,0,49255,0,0,0,0,0
24110,45,12,0,0,0,10,0,0,4,10,0,1,16,49264,0,0,0,0,0
24133,43,24,4,11.908323,2,20,1,0,1,11,0,2,16,61352,1,1,0,0,0
22291,36,0,1,0,0,-5,0,0,3,8,0,2,8,65364,0,0,0,0,0
24317,34,36,0,0,0,23,1,0,1,11,1,1,2,66303,0,0,0,0,0
24469,39,0,0,0,0,-1,0,0,6,8,1,2,10,41701,0,0,0,0,0
24478,50,12,0,0,0,8,0,0,4,9,0,0,15,51428,0,1,0,1,0
24474,26,24,0,0,0,16,2,0,1,9,1,0,0,69766,1,0,0,0,0
24505,56,0,0,0,0,-6,0,0,4,10,1,0,27,38212,0,0,0,0,0
24556,48,12,0,0,0,-1,1,0,4,10,0,1,20,43542,1,0,0,0,0
24574,44,24,0,0,0,17,2,0,2,9,1,0,14,44066,1,0,0,0,0
24673,33,12,7,14.661567,7,5,3,0,4,11,1,1,2,48788,0,0,1,1,0
24769,33,36,0,0,0,27,3,0,6,10,1,1,4,74127,1,0,0,0,0
24773,24,0,0,0,0,-1,0,0,1,11,0,0,0,65263,0,0,1,0,0
25169,52,12,0,0,0,0,6,0,6,8,1,0,23,51342,0,0,0,0,0
24957,28,0,0,0,0,-4,0,0,3,8,0,0,0,65263,0,0,0,0,0
25057,39,24,0,0,0,23,0,0,3,7,1,0,10,56046,0,0,0,0,1
23210,36,36,0,0,0,31,0,0,1,0,1,1,6,40295,0,0,1,0,0
25287,33,36,5,9.670617,2,32,0,0,2,8,1,2,5,38814,0,1,0,0,0
25414,28,36,0,0,0,23,3,0,3,0,1,0,0,49211,0,0,0,0,0
25193,28,36,0,0,0,35,0,0,6,0,1,0,0,42752,0,0,0,0,0
25208,40,12,2,8.985667,1,10,2,0,1,9,0,0,13,49825,0,0,0,0,0
25326,40,36,29,21.61035,15,29,2,0,6,10,0,0,11,32967,0,0,0,0,0
23330,22,48,0,0,0,37,1,0,1,6,0,0,0,39207,1,0,0,0,0
23379,32,0,0,0,0,-4,0,0,3,10,1,0,3,21103,1,0,0,0,0
23445,44,48,0,0,0,40,2,0,3,11,1,2,19,55731,0,0,0,0,0
23480,51,48,0,0,0,40,0,0,6,0,1,1,20,42222,0,0,0,0,0
25448,41,12,0,0,0,0,1,0,2,6,1,2,14,29682,0,0,0,0,0
25623,37,36,0,0,0,28,2,0,5,10,0,2,7,67475,1,1,0,0,0
25392,39,36,2,11.199,1,26,3,0,5,9,0,2,10,36169,1,0,0,0,0
25408,21,24,3,12.21148,3,19,0,0,1,11,1,0,0,52174,0,0,0,0,0
25542,37,12,0,0,0,7,1,0,6,11,0,0,8,31855,1,0,0,0,0
25810,48,24,0,0,0,13,0,0,4,8,1,0,23,25785,0,0,0,0,0
23829,61,36,0,0,0,25,1,0,5,9,1,1,28,61366,0,0,0,0,0
25898,28,24,2,12.346647,2,17,1,0,4,9,0,0,0,43935,1,0,0,0,0
2117,50,0,1,0,0,-4,0,0,2,10,0,0,21,45621,0,1,0,0,0
2158,73,24,0,0,0,14,0,0,4,0,0,2,45,63480,0,0,0,0,0
2408,34,48,0,0,0,36,2,0,1,9,0,1,6,45384,0,0,0,0,0
2442,50,48,1,12.932333,1,36,1,0,2,11,0,0,24,27679,0,0,1,0,1
2583,31,36,4,9.465667,1,30,4,0,1,0,1,1,3,57102,1,0,1,0,0
2624,26,24,3,8.489667,2,15,3,0,5,0,1,0,0,45799,0,0,0,0,0
2667,43,0,0,0,0,-3,0,0,2,11,0,1,14,34919,0,0,1,0,0
2728,28,36,2,10.399,1,23,0,0,5,9,1,0,0,42752,0,0,0,0,0
3144,39,24,3,10.171657,2,13,1,0,6,9,1,0,10,59742,0,0,1,0,0
3344,51,36,0,0,0,29,0,0,3,8,0,2,21,50814,1,0,0,0,0
3587,29,0,0,0,0,-1,0,0,2,0,0,0,0,67905,0,0,0,0,0
3669,36,24,0,0,0,17,4,0,1,11,0,0,7,50073,0,0,0,0,0
3696,42,36,0,0,0,34,1,0,2,10,1,1,14,48415,0,0,0,1,0
3898,41,0,0,0,0,-4,0,0,2,8,1,2,10,41701,0,0,0,0,0
3923,39,12,0,0,0,7,2,0,6,7,1,1,9,57561,1,0,1,0,0
4003,73,24,3,10.997323,2,15,0,0,5,10,1,0,41,57061,0,0,0,0,0
9430,54,48,4,8.559,1,36,0,0,2,9,0,0,25,57290,0,0,0,0,0
24014,63,36,2,8.336657,1,28,0,0,2,9,0,2,36,57036,0,0,0,0,0
24096,57,36,2,9.094667,2,35,0,0,7,9,0,0,26,57852,0,0,0,1,0
29431,63,12,0,0,0,9,0,0,2,0,0,0,33,68484,0,0,0,0,0
29433,42,24,4,10.326333,2,19,1,0,2,5,1,0,12,72513,0,0,1,1,0
29881,49,0,0,0,0,-4,0,0,2,10,0,2,22,62306,0,0,0,0,0
29837,45,0,0,0,0,-1,0,0,1,11,0,0,15,51428,0,0,0,0,0
29971,30,36,0,0,0,29,1,0,3,0,0,0,0,49921,0,0,0,0,0
29858,71,0,0,0,0,-4,1,0,3,11,1,1,44,44864,0,0,0,0,0
30103,46,36,4,9.627313,3,27,1,0,5,8,0,0,17,51442,0,0,0,0,1
30210,51,48,3,13.655657,2,36,0,0,3,9,0,0,17,43689,0,0,0,0,0
30174,25,36,0,0,0,30,7,0,6,8,0,0,0,45731,0,0,0,0,0
30207,50,12,27,19.3564,12,9,0,0,7,10,0,0,22,48859,0,0,0,0,1
30599,27,0,1,0,0,-2,0,0,1,7,1,0,0,40287,0,0,0,0,0
30440,71,36,0,0,0,31,0,0,3,8,1,0,39,54072,1,0,0,0,0
30523,35,24,5,8.99399,2,14,6,0,2,11,1,2,3,60717,0,0,0,0,0
30501,33,0,0,0,0,-3,0,0,3,9,1,2,3,58861,0,0,0,0,0
30512,72,24,4,9.997273,3,14,5,0,7,9,1,2,43,50165,0,0,0,0,0
30653,40,36,0,0,0,35,3,0,6,7,0,2,15,56348,0,0,0,0,0
30799,30,24,0,0,0,17,0,0,4,9,1,0,0,42752,0,0,0,0,0
30815,38,24,0,0,0,15,1,0,5,11,1,1,11,44206,0,1,0,0,0
30931,25,48,0,0,0,41,0,0,3,10,0,0,0,65263,0,0,0,0,0
30741,41,0,0,0,0,-5,0,0,6,0,0,0,7,55328,0,0,0,0,0
30878,42,24,0,0,0,15,1,0,2,11,0,0,16,50613,1,0,0,0,0
31015,45,36,0,0,0,34,1,0,3,11,1,0,14,52862,0,0,0,0,0
31135,28,0,0,0,0,-6,5,0,3,10,0,0,0,67251,0,0,0,0,0
30809,21,36,1,9.757333,1,28,5,0,6,11,0,0,0,47466,0,0,0,0,0
30824,48,0,1,0,0,-4,0,0,6,0,1,2,19,24450,0,0,0,0,0
31268,39,36,0,0,0,34,2,0,5,10,1,0,10,36347,0,0,0,0,0
31299,48,36,3,7.292333,1,33,2,0,4,10,0,1,18,44859,0,0,0,0,0
31246,48,24,0,0,0,21,0,0,5,5,0,0,21,45621,0,0,0,0,0
31328,33,36,7,11.670637,4,31,7,0,2,8,1,2,5,62068,0,0,0,0,0
31124,24,0,1,0,0,-6,1,0,1,0,1,0,0,31972,0,1,0,0,0
31193,42,0,1,0,0,-3,0,0,5,9,1,2,11,75147,1,1,0,0,0
31207,38,12,0,0,0,6,0,0,4,10,1,1,4,53525,1,0,0,0,0
31308,31,36,0,0,0,24,2,0,4,9,0,0,2,56174,1,1,0,0,0
31360,37,24,0,0,0,15,5,0,5,7,1,0,7,44337,0,0,0,0,1
9805,40,36,0,0,0,27,1,0,3,8,0,1,9,43897,0,0,0,0,0
9878,31,12,0,0,0,9,0,0,3,7,0,2,2,59932,1,0,0,0,0
10214,44,36,0,0,0,28,0,0,1,10,1,0,12,38433,1,0,0,0,0
10230,60,24,0,0,0,17,0,0,3,9,1,0,30,37103,0,0,0,0,0
10264,40,12,0,0,0,8,0,0,6,11,1,1,6,40295,0,0,0,0,0
10298,10,24,5,12.889637,5,13,1,0,5,0,0,0,0,63015,1,0,0,0,0
10382,31,36,6,11.093303,3,33,1,0,1,6,0,0,0,43935,1,1,1,0,0
10457,49,12,0,0,0,8,7,0,5,0,0,1,17,42567,1,0,0,0,0
21353,15,48,0,0,0,35,2,0,3,9,1,0,0,54532,0,0,1,0,0
21446,19,12,0,0,0,7,0,0,4,10,1,0,0,42752,0,0,0,0,1
21471,62,48,0,0,0,37,1,0,4,11,0,1,31,45517,0,0,0,0,0
21521,52,12,0,0,0,8,0,0,4,8,1,1,24,58579,0,0,0,0,0
21562,35,48,2,7.895667,1,39,5,0,5,7,0,1,7,44286,0,0,0,0,0
21653,47,48,56,33.879356,27,37,0,0,5,6,1,0,20,54532,0,0,0,0,0
21728,31,24,2,7.762333,1,16,1,0,5,11,0,0,0,49921,1,0,0,0,0
21778,72,36,13,19.719879,13,32,1,0,7,0,1,1,42,55393,1,0,0,0,0
21839,41,48,0,0,0,36,1,0,6,10,1,0,13,49197,0,1,1,0,0
21844,57,0,0,0,0,-4,3,0,3,6,1,1,25,62320,1,0,0,0,0
21855,39,36,0,0,0,27,1,0,5,7,1,1,11,44206,1,0,0,1,0
34818,55,12,4,9.888,2,10,0,0,6,10,0,0,27,34783,1,0,0,0,0
34820,22,24,2,8.588,2,16,0,0,4,8,0,0,0,65263,1,0,1,0,0
34949,29,36,16,22.672703,16,30,0,0,6,11,0,0,0,37502,0,0,0,0,0
35038,34,24,3,8.329,1,16,0,0,4,10,1,2,3,58861,0,1,0,1,1
34968,44,0,1,0,0,-3,4,0,1,11,0,1,15,80874,0,0,0,1,0
35019,24,36,0,0,0,30,0,0,5,11,0,0,0,37502,0,1,0,0,1
35118,43,24,39,21.890713,15,16,0,0,2,10,0,2,12,69332,0,0,0,0,0
34926,36,12,1,0,0,0,0,0,2,11,0,0,4,54063,0,0,0,0,0
35046,41,36,0,0,0,24,0,0,6,9,1,0,13,59681,1,0,1,0,0
35236,28,12,0,0,0,8,2,0,5,11,1,0,0,79747,0,0,0,0,0
35304,41,24,0,0,0,17,1,0,1,0,1,1,14,48415,1,0,0,1,0
35406,21,12,1,0,0,0,0,0,6,0,0,0,0,65263,1,0,1,1,0
35465,52,24,0,0,0,14,0,0,6,8,1,0,23,25785,0,0,0,0,1
35360,18,36,0,0,0,25,0,1,3,1,0,0,0,65263,0,0,0,0,0
35402,42,36,4,12.591657,1,25,2,0,4,10,1,0,12,22415,1,0,0,0,0
35552,26,36,0,0,0,30,0,0,4,9,0,2,1,43578,0,0,0,0,1
35555,28,36,6,12.632313,3,32,0,0,4,10,1,2,2,45107,0,0,0,1,0
35606,49,0,0,0,0,-5,1,0,4,10,0,1,19,53535,1,0,1,0,1
35624,48,36,0,0,0,31,4,0,4,11,0,2,19,75618,0,0,0,0,0
35667,53,48,0,0,0,41,1,0,3,9,0,1,22,25176,0,1,0,0,0
35724,35,36,0,0,0,34,1,0,4,11,1,2,6,49095,0,0,0,0,1
35447,60,0,1,0,0,-2,0,0,3,0,1,0,33,62947,1,0,1,1,0
35577,14,12,0,0,0,10,2,0,6,8,0,0,0,46236,0,0,0,0,0
35935,21,24,2,8.445667,1,15,1,0,6,9,0,0,0,53769,1,0,0,0,0
35960,46,24,0,0,0,23,2,0,3,8,1,1,17,67397,1,0,0,1,0
35636,48,12,5,11.929657,3,9,2,0,6,10,0,1,22,59227,1,0,0,0,0
36001,26,36,3,11.52599,2,24,3,0,3,11,1,0,0,40494,0,0,0,0,0
36144,23,12,0,0,0,9,0,0,1,11,0,0,0,65263,0,0,0,0,0
35928,16,36,23,18.391743,11,33,0,0,4,11,0,0,0,67905,0,0,1,0,0
35995,40,12,0,0,0,9,0,0,6,7,0,0,10,56824,1,0,0,0,0
35823,28,12,4,9.525657,2,6,3,0,5,0,0,0,0,56069,0,0,1,0,0
36476,23,24,0,0,0,21,2,0,4,10,1,0,0,79747,0,0,0,0,0
36046,41,24,0,0,0,14,0,0,3,10,0,2,11,46755,1,0,0,0,0
36196,26,48,0,0,0,36,0,0,6,10,1,0,0,40287,0,0,0,0,1
36256,39,24,3,10.742323,2,13,1,0,4,10,0,1,12,62091,1,0,0,0,0
36560,34,24,3,12.194667,2,11,0,0,3,10,1,2,4,65343,0,0,0,0,0
